CONDITION,CODE_TYPE,CODE,CODE_DESCRIPTION
TYPE_1_DIABETES,icd-10-cm,E103413,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
TYPE_1_DIABETES,icd-10-cm,E103419,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
TYPE_1_DIABETES,icd-10-cm,E10349,Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema
TYPE_1_DIABETES,icd-10-cm,E103491,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
TYPE_1_DIABETES,icd-10-cm,E103492,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
TYPE_1_DIABETES,icd-10-cm,E103493,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
TYPE_1_DIABETES,icd-10-cm,E103499,"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
TYPE_1_DIABETES,icd-10-cm,E10351,Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema
TYPE_1_DIABETES,icd-10-cm,E103511,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
TYPE_1_DIABETES,icd-10-cm,E103512,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
TYPE_1_DIABETES,icd-10-cm,E103513,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
TYPE_1_DIABETES,icd-10-cm,E103519,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
TYPE_1_DIABETES,icd-10-cm,E10359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema
TYPE_1_DIABETES,icd-10-cm,E1036,Type 1 diabetes mellitus with diabetic cataract
TYPE_1_DIABETES,icd-10-cm,E1037X1,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
TYPE_1_DIABETES,icd-10-cm,E1037X2,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
TYPE_1_DIABETES,icd-10-cm,E1037X3,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
TYPE_1_DIABETES,icd-10-cm,E1037X9,"Type 1 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
TYPE_1_DIABETES,icd-10-cm,E1039,Type 1 diabetes mellitus with other diabetic ophthalmic complication
TYPE_1_DIABETES,icd-10-cm,E1040,"Type 1 diabetes mellitus with diabetic neuropathy, unspecified"
TYPE_1_DIABETES,icd-10-cm,E1041,Type 1 diabetes mellitus with diabetic mononeuropathy
TYPE_1_DIABETES,icd-10-cm,E1042,Type 1 diabetes mellitus with diabetic polyneuropathy
TYPE_1_DIABETES,icd-10-cm,E1043,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy
TYPE_1_DIABETES,icd-10-cm,E1044,Type 1 diabetes mellitus with diabetic amyotrophy
TYPE_1_DIABETES,icd-10-cm,E1049,Type 1 diabetes mellitus with other diabetic neurological complication
TYPE_1_DIABETES,icd-10-cm,E1051,Type 1 diabetes mellitus with diabetic peripheral angiopathy without gangrene
TYPE_1_DIABETES,icd-10-cm,E1052,Type 1 diabetes mellitus with diabetic peripheral angiopathy with gangrene
TYPE_1_DIABETES,icd-10-cm,E1059,Type 1 diabetes mellitus with other circulatory complications
TYPE_1_DIABETES,icd-10-cm,E10610,Type 1 diabetes mellitus with diabetic neuropathic arthropathy
TYPE_1_DIABETES,icd-10-cm,E10618,Type 1 diabetes mellitus with other diabetic arthropathy
TYPE_1_DIABETES,icd-10-cm,E10620,Type 1 diabetes mellitus with diabetic dermatitis
TYPE_1_DIABETES,icd-10-cm,E10621,Type 1 diabetes mellitus with foot ulcer
TYPE_1_DIABETES,icd-10-cm,E10622,Type 1 diabetes mellitus with other skin ulcer
TYPE_1_DIABETES,icd-10-cm,E10628,Type 1 diabetes mellitus with other skin complications
TYPE_1_DIABETES,icd-10-cm,E10630,Type 1 diabetes mellitus with periodontal disease
TYPE_1_DIABETES,icd-10-cm,E10638,Type 1 diabetes mellitus with other oral complications
TYPE_1_DIABETES,icd-10-cm,E10641,Type 1 diabetes mellitus with hypoglycemia with coma
TYPE_1_DIABETES,icd-10-cm,E10649,Type 1 diabetes mellitus with hypoglycemia without coma
TYPE_1_DIABETES,icd-10-cm,E1065,Type 1 diabetes mellitus with hyperglycemia
TYPE_1_DIABETES,icd-10-cm,E1069,Type 1 diabetes mellitus with other specified complication
TYPE_1_DIABETES,icd-10-cm,E108,Type 1 diabetes mellitus with unspecified complications
TYPE_1_DIABETES,icd-10-cm,E109,Type 1 diabetes mellitus without complications
ULCERATIVE_COLITIS,icd-10-cm,K5100,Ulcerative (chronic) pancolitis without complications
ULCERATIVE_COLITIS,icd-10-cm,K51011,Ulcerative (chronic) pancolitis with rectal bleeding
ULCERATIVE_COLITIS,icd-10-cm,K51012,Ulcerative (chronic) pancolitis with intestinal obstruction
ULCERATIVE_COLITIS,icd-10-cm,K51013,Ulcerative (chronic) pancolitis with fistula
ULCERATIVE_COLITIS,icd-10-cm,K51014,Ulcerative (chronic) pancolitis with abscess
ULCERATIVE_COLITIS,icd-10-cm,K51018,Ulcerative (chronic) pancolitis with other complication
ULCERATIVE_COLITIS,icd-10-cm,K51019,Ulcerative (chronic) pancolitis with unspecified complications
ULCERATIVE_COLITIS,icd-10-cm,K5120,Ulcerative (chronic) proctitis without complications
ULCERATIVE_COLITIS,icd-10-cm,K51211,Ulcerative (chronic) proctitis with rectal bleeding
ULCERATIVE_COLITIS,icd-10-cm,K51212,Ulcerative (chronic) proctitis with intestinal obstruction
ULCERATIVE_COLITIS,icd-10-cm,K51213,Ulcerative (chronic) proctitis with fistula
ULCERATIVE_COLITIS,icd-10-cm,K51214,Ulcerative (chronic) proctitis with abscess
ULCERATIVE_COLITIS,icd-10-cm,K51218,Ulcerative (chronic) proctitis with other complication
ULCERATIVE_COLITIS,icd-10-cm,K51219,Ulcerative (chronic) proctitis with unspecified complications
ULCERATIVE_COLITIS,icd-10-cm,K5130,Ulcerative (chronic) rectosigmoiditis without complications
ULCERATIVE_COLITIS,icd-10-cm,K51311,Ulcerative (chronic) rectosigmoiditis with rectal bleeding
ULCERATIVE_COLITIS,icd-10-cm,K51312,Ulcerative (chronic) rectosigmoiditis with intestinal obstruction
ULCERATIVE_COLITIS,icd-10-cm,K51313,Ulcerative (chronic) rectosigmoiditis with fistula
ULCERATIVE_COLITIS,icd-10-cm,K51314,Ulcerative (chronic) rectosigmoiditis with abscess
ULCERATIVE_COLITIS,icd-10-cm,K51318,Ulcerative (chronic) rectosigmoiditis with other complication
ULCERATIVE_COLITIS,icd-10-cm,K51319,Ulcerative (chronic) rectosigmoiditis with unspecified complications
BREAST_CANCER,icd-10-cm,C50011,"Malignant neoplasm of nipple and areola, right female breast"
BREAST_CANCER,icd-10-cm,C50012,"Malignant neoplasm of nipple and areola, left female breast"
BREAST_CANCER,icd-10-cm,C50019,"Malignant neoplasm of nipple and areola, unspecified female breast"
BREAST_CANCER,icd-10-cm,C50021,"Malignant neoplasm of nipple and areola, right male breast"
BREAST_CANCER,icd-10-cm,C50022,"Malignant neoplasm of nipple and areola, left male breast"
BREAST_CANCER,icd-10-cm,C50029,"Malignant neoplasm of nipple and areola, unspecified male breast"
BREAST_CANCER,icd-10-cm,C50111,Malignant neoplasm of central portion of right female breast
BREAST_CANCER,icd-10-cm,C50112,Malignant neoplasm of central portion of left female breast
BREAST_CANCER,icd-10-cm,C50119,Malignant neoplasm of central portion of unspecified female breast
BREAST_CANCER,icd-10-cm,C50121,Malignant neoplasm of central portion of right male breast
BREAST_CANCER,icd-10-cm,C50122,Malignant neoplasm of central portion of left male breast
BREAST_CANCER,icd-10-cm,C50129,Malignant neoplasm of central portion of unspecified male breast
BREAST_CANCER,icd-10-cm,C50211,Malignant neoplasm of upper-inner quadrant of right female breast
BREAST_CANCER,icd-10-cm,C50212,Malignant neoplasm of upper-inner quadrant of left female breast
BREAST_CANCER,icd-10-cm,C50219,Malignant neoplasm of upper-inner quadrant of unspecified female breast
BREAST_CANCER,icd-10-cm,C50221,Malignant neoplasm of upper-inner quadrant of right male breast
BREAST_CANCER,icd-10-cm,C50222,Malignant neoplasm of upper-inner quadrant of left male breast
BREAST_CANCER,icd-10-cm,C50229,Malignant neoplasm of upper-inner quadrant of unspecified male breast
BREAST_CANCER,icd-10-cm,C50311,Malignant neoplasm of lower-inner quadrant of right female breast
BREAST_CANCER,icd-10-cm,C50312,Malignant neoplasm of lower-inner quadrant of left female breast
BREAST_CANCER,icd-10-cm,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast
BREAST_CANCER,icd-10-cm,C50321,Malignant neoplasm of lower-inner quadrant of right male breast
BREAST_CANCER,icd-10-cm,C50322,Malignant neoplasm of lower-inner quadrant of left male breast
BREAST_CANCER,icd-10-cm,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast
BREAST_CANCER,icd-10-cm,C50411,Malignant neoplasm of upper-outer quadrant of right female breast
BREAST_CANCER,icd-10-cm,C50412,Malignant neoplasm of upper-outer quadrant of left female breast
BREAST_CANCER,icd-10-cm,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast
BREAST_CANCER,icd-10-cm,C50421,Malignant neoplasm of upper-outer quadrant of right male breast
BREAST_CANCER,icd-10-cm,C50422,Malignant neoplasm of upper-outer quadrant of left male breast
BREAST_CANCER,icd-10-cm,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast
BREAST_CANCER,icd-10-cm,C50511,Malignant neoplasm of lower-outer quadrant of right female breast
BREAST_CANCER,icd-10-cm,C50512,Malignant neoplasm of lower-outer quadrant of left female breast
BREAST_CANCER,icd-10-cm,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast
BREAST_CANCER,icd-10-cm,C50521,Malignant neoplasm of lower-outer quadrant of right male breast
BREAST_CANCER,icd-10-cm,C50522,Malignant neoplasm of lower-outer quadrant of left male breast
BREAST_CANCER,icd-10-cm,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast
BREAST_CANCER,icd-10-cm,C50611,Malignant neoplasm of axillary tail of right female breast
BREAST_CANCER,icd-10-cm,C50612,Malignant neoplasm of axillary tail of left female breast
BREAST_CANCER,icd-10-cm,C50619,Malignant neoplasm of axillary tail of unspecified female breast
BREAST_CANCER,icd-10-cm,C50621,Malignant neoplasm of axillary tail of right male breast
BREAST_CANCER,icd-10-cm,C50622,Malignant neoplasm of axillary tail of left male breast
BREAST_CANCER,icd-10-cm,C50629,Malignant neoplasm of axillary tail of unspecified male breast
BREAST_CANCER,icd-10-cm,C50811,Malignant neoplasm of overlapping sites of right female breast
BREAST_CANCER,icd-10-cm,C50812,Malignant neoplasm of overlapping sites of left female breast
BREAST_CANCER,icd-10-cm,C50819,Malignant neoplasm of overlapping sites of unspecified female breast
BREAST_CANCER,icd-10-cm,C50821,Malignant neoplasm of overlapping sites of right male breast
BREAST_CANCER,icd-10-cm,C50822,Malignant neoplasm of overlapping sites of left male breast
BREAST_CANCER,icd-10-cm,C50829,Malignant neoplasm of overlapping sites of unspecified male breast
BREAST_CANCER,icd-10-cm,C50911,Malignant neoplasm of unspecified site of right female breast
BREAST_CANCER,icd-10-cm,C50912,Malignant neoplasm of unspecified site of left female breast
BREAST_CANCER,icd-10-cm,C50919,Malignant neoplasm of unspecified site of unspecified female breast
BREAST_CANCER,icd-10-cm,C50921,Malignant neoplasm of unspecified site of right male breast
BREAST_CANCER,icd-10-cm,C50922,Malignant neoplasm of unspecified site of left male breast
BREAST_CANCER,icd-10-cm,C50929,Malignant neoplasm of unspecified site of unspecified male breast
BREAST_CANCER,icd-10-cm,D0500,Lobular carcinoma in situ of unspecified breast
BREAST_CANCER,icd-10-cm,D0501,Lobular carcinoma in situ of right breast
BREAST_CANCER,icd-10-cm,D0502,Lobular carcinoma in situ of left breast
BREAST_CANCER,icd-10-cm,D0510,Intraductal carcinoma in situ of unspecified breast
BREAST_CANCER,icd-10-cm,D0511,Intraductal carcinoma in situ of right breast
BREAST_CANCER,icd-10-cm,D0512,Intraductal carcinoma in situ of left breast
BREAST_CANCER,icd-10-cm,D0580,Other specified type of carcinoma in situ of unspecified breast
BREAST_CANCER,icd-10-cm,D0581,Other specified type of carcinoma in situ of right breast
BREAST_CANCER,icd-10-cm,D0582,Other specified type of carcinoma in situ of left breast
BREAST_CANCER,icd-10-cm,D0590,Unspecified type of carcinoma in situ of unspecified breast
BREAST_CANCER,icd-10-cm,D0591,Unspecified type of carcinoma in situ of right breast
BREAST_CANCER,icd-10-cm,D0592,Unspecified type of carcinoma in situ of left breast
BREAST_CANCER,icd-10-cm,Z170,Estrogen receptor positive status [ER+]
BREAST_CANCER,icd-10-cm,Z171,Estrogen receptor negative status [ER-]
BREAST_CANCER,icd-10-cm,Z191,Hormone sensitive malignancy status
BREAST_CANCER,icd-10-cm,Z192,Hormone resistant malignancy status
BREAST_CANCER,icd-10-cm,Z853,Personal history of malignant neoplasm of breast
BREAST_CANCER,icd-10-cm,Z86000,Personal history of in-situ neoplasm of breast
COLORECTAL_CANCER,icd-10-cm,C180,Malignant neoplasm of cecum
COLORECTAL_CANCER,icd-10-cm,C181,Malignant neoplasm of appendix
COLORECTAL_CANCER,icd-10-cm,C182,Malignant neoplasm of ascending colon
COLORECTAL_CANCER,icd-10-cm,C183,Malignant neoplasm of hepatic flexure
COLORECTAL_CANCER,icd-10-cm,C184,Malignant neoplasm of transverse colon
COLORECTAL_CANCER,icd-10-cm,C185,Malignant neoplasm of splenic flexure
COLORECTAL_CANCER,icd-10-cm,C186,Malignant neoplasm of descending colon
COLORECTAL_CANCER,icd-10-cm,C187,Malignant neoplasm of sigmoid colon
COLORECTAL_CANCER,icd-10-cm,C188,Malignant neoplasm of overlapping sites of colon
COLORECTAL_CANCER,icd-10-cm,C189,"Malignant neoplasm of colon, unspecified"
COLORECTAL_CANCER,icd-10-cm,C19,Malignant neoplasm of rectosigmoid junction
COLORECTAL_CANCER,icd-10-cm,C20,Malignant neoplasm of rectum
COLORECTAL_CANCER,icd-10-cm,C49A4,Gastrointestinal stromal tumor of large intestine
COLORECTAL_CANCER,icd-10-cm,C49A5,Gastrointestinal stromal tumor of rectum
COLORECTAL_CANCER,icd-10-cm,D010,Carcinoma in situ of colon
COLORECTAL_CANCER,icd-10-cm,D011,Carcinoma in situ of rectosigmoid junction
COLORECTAL_CANCER,icd-10-cm,D012,Carcinoma in situ of rectum
COLORECTAL_CANCER,icd-10-cm,Z85030,Personal history of malignant carcinoid tumor of large intestine
COLORECTAL_CANCER,icd-10-cm,Z85038,Personal history of other malignant neoplasm of large intestine
COLORECTAL_CANCER,icd-10-cm,Z85040,Personal history of malignant carcinoid tumor of rectum
COLORECTAL_CANCER,icd-10-cm,Z85048,"Personal history of other malignant neoplasm of rectum, rectosigmoid junction, and anus"
LUNG_CANCER,icd-10-cm,C3400,Malignant neoplasm of unspecified main bronchus
LUNG_CANCER,icd-10-cm,C3401,Malignant neoplasm of right main bronchus
LUNG_CANCER,icd-10-cm,C3402,Malignant neoplasm of left main bronchus
LUNG_CANCER,icd-10-cm,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung"
LUNG_CANCER,icd-10-cm,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung"
LUNG_CANCER,icd-10-cm,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung"
LUNG_CANCER,icd-10-cm,C342,"Malignant neoplasm of middle lobe, bronchus or lung"
LUNG_CANCER,icd-10-cm,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung"
LUNG_CANCER,icd-10-cm,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung"
LUNG_CANCER,icd-10-cm,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung"
LUNG_CANCER,icd-10-cm,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung
LUNG_CANCER,icd-10-cm,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung
LUNG_CANCER,icd-10-cm,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung
LUNG_CANCER,icd-10-cm,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung
LUNG_CANCER,icd-10-cm,C3491,Malignant neoplasm of unspecified part of right bronchus or lung
LUNG_CANCER,icd-10-cm,C3492,Malignant neoplasm of unspecified part of left bronchus or lung
LUNG_CANCER,icd-10-cm,D0220,Carcinoma in situ of unspecified bronchus and lung
LUNG_CANCER,icd-10-cm,D0221,Carcinoma in situ of right bronchus and lung
LUNG_CANCER,icd-10-cm,D0222,Carcinoma in situ of left bronchus and lung
LUNG_CANCER,icd-10-cm,Z85110,Personal history of malignant carcinoid tumor of bronchus and lung
LUNG_CANCER,icd-10-cm,Z85118,Personal history of other malignant neoplasm of bronchus and lung
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2101,ST elevation (STEMI) myocardial infarction involving left main coronary artery
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2102,ST elevation (STEMI) myocardial infarction involving left anterior descending coronary artery
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2109,ST elevation (STEMI) myocardial infarction involving other coronary artery of anterior wall
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2111,ST elevation (STEMI) myocardial infarction involving right coronary artery
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2119,ST elevation (STEMI) myocardial infarction involving other coronary artery of inferior wall
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2121,ST elevation (STEMI) myocardial infarction involving left circumflex coronary artery
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I2129,ST elevation (STEMI) myocardial infarction involving other sites
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I213,ST elevation (STEMI) myocardial infarction of unspecified site
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I214,Non-ST elevation (NSTEMI) myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I219,"Acute myocardial infarction, unspecified"
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I21A1,Myocardial infarction type 2
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I21A9,Other myocardial infarction type
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I220,Subsequent ST elevation (STEMI) myocardial infarction of anterior wall
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I221,Subsequent ST elevation (STEMI) myocardial infarction of inferior wall
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I222,Subsequent non-ST elevation (NSTEMI) myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I228,Subsequent ST elevation (STEMI) myocardial infarction of other sites
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I229,Subsequent ST elevation (STEMI) myocardial infarction of unspecified site
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I230,Hemopericardium as current complication following acute myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I231,Atrial septal defect as current complication following acute myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I232,Ventricular septal defect as current complication following acute myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I233,Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I234,Rupture of chordae tendineae as current complication following acute myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I235,Rupture of papillary muscle as current complication following acute myocardial infarction
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I236,"Thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I237,Postinfarction angina
ACUTE_MYOCARDIAL_INFARCTION,icd-10-cm,I238,Other current complications following acute myocardial infarction
ATHEROSCLEROSIS,icd-10-cm,I2510,Atherosclerotic heart disease of native coronary artery without angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25110,Atherosclerotic heart disease of native coronary artery with unstable angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25111,Atherosclerotic heart disease of native coronary artery with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25118,Atherosclerotic heart disease of native coronary artery with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25119,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I253,Aneurysm of heart
ATHEROSCLEROSIS,icd-10-cm,I2541,Coronary artery aneurysm
ATHEROSCLEROSIS,icd-10-cm,I2542,Coronary artery dissection
ATHEROSCLEROSIS,icd-10-cm,I255,Ischemic cardiomyopathy
ATHEROSCLEROSIS,icd-10-cm,I256,Silent myocardial ischemia
ATHEROSCLEROSIS,icd-10-cm,I25700,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with unstable angina pectoris"
ATHEROSCLEROSIS,icd-10-cm,I25701,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with angina pectoris with documented spasm"
ATHEROSCLEROSIS,icd-10-cm,I25708,"Atherosclerosis of coronary artery bypass graft(s), unspecified, with other forms of angina pectoris"
ATHEROSCLEROSIS,icd-10-cm,I25710,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unstable angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25711,Atherosclerosis of autologous vein coronary artery bypass graft(s) with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25718,Atherosclerosis of autologous vein coronary artery bypass graft(s) with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25719,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25720,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unstable angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25721,Atherosclerosis of autologous artery coronary artery bypass graft(s) with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25728,Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25729,Atherosclerosis of autologous artery coronary artery bypass graft(s) with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25730,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unstable angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25731,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25738,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25739,Atherosclerosis of nonautologous biological coronary artery bypass graft(s) with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25750,Atherosclerosis of native coronary artery of transplanted heart with unstable angina
ATHEROSCLEROSIS,icd-10-cm,I25751,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25758,Atherosclerosis of native coronary artery of transplanted heart with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25759,Atherosclerosis of native coronary artery of transplanted heart with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25760,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unstable angina
ATHEROSCLEROSIS,icd-10-cm,I25761,Atherosclerosis of bypass graft of coronary artery of transplanted heart with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25768,Atherosclerosis of bypass graft of coronary artery of transplanted heart with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25769,Atherosclerosis of bypass graft of coronary artery of transplanted heart with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25790,Atherosclerosis of other coronary artery bypass graft(s) with unstable angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25791,Atherosclerosis of other coronary artery bypass graft(s) with angina pectoris with documented spasm
ATHEROSCLEROSIS,icd-10-cm,I25798,Atherosclerosis of other coronary artery bypass graft(s) with other forms of angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25799,Atherosclerosis of other coronary artery bypass graft(s) with unspecified angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25810,Atherosclerosis of coronary artery bypass graft(s) without angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25811,Atherosclerosis of native coronary artery of transplanted heart without angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I25812,Atherosclerosis of bypass graft of coronary artery of transplanted heart without angina pectoris
ATHEROSCLEROSIS,icd-10-cm,I2582,Chronic total occlusion of coronary artery
ATHEROSCLEROSIS,icd-10-cm,I2583,Coronary atherosclerosis due to lipid rich plaque
ATHEROSCLEROSIS,icd-10-cm,I2584,Coronary atherosclerosis due to calcified coronary lesion
ATHEROSCLEROSIS,icd-10-cm,I2589,Other forms of chronic ischemic heart disease
ATHEROSCLEROSIS,icd-10-cm,I259,"Chronic ischemic heart disease, unspecified"
ATRIAL_FIBRILLATION,icd-10-cm,I480,Paroxysmal atrial fibrillation
ATRIAL_FIBRILLATION,icd-10-cm,I481,Persistent atrial fibrillation
ATRIAL_FIBRILLATION,icd-10-cm,I4811,Longstanding persistent atrial fibrillation
ATRIAL_FIBRILLATION,icd-10-cm,I4819,Other persistent atrial fibrillation
ATRIAL_FIBRILLATION,icd-10-cm,I482,Chronic atrial fibrillation
ATRIAL_FIBRILLATION,icd-10-cm,I4820,"Chronic atrial fibrillation, unspecified"
ATRIAL_FIBRILLATION,icd-10-cm,I4821,Permanent atrial fibrillation
ATRIAL_FIBRILLATION,icd-10-cm,I483,Typical atrial flutter
ATRIAL_FIBRILLATION,icd-10-cm,I484,Atypical atrial flutter
ATRIAL_FIBRILLATION,icd-10-cm,I4891,Unspecified atrial fibrillation
HEART_FAILURE,icd-10-cm,I110,Hypertensive heart disease with heart failure
HEART_FAILURE,icd-10-cm,I130,"Hypertensive heart and chronic kidney disease with heart failure and stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
HEART_FAILURE,icd-10-cm,I132,"Hypertensive heart and chronic kidney disease with heart failure and with stage 5 chronic kidney disease, or end stage renal disease"
HEART_FAILURE,icd-10-cm,I420,Dilated cardiomyopathy
HEART_FAILURE,icd-10-cm,I425,Other restrictive cardiomyopathy
HEART_FAILURE,icd-10-cm,I426,Alcoholic cardiomyopathy
HEART_FAILURE,icd-10-cm,I427,Cardiomyopathy due to drug and external agent
HEART_FAILURE,icd-10-cm,I428,Other cardiomyopathies
HEART_FAILURE,icd-10-cm,I43,Cardiomyopathy in diseases classified elsewhere
HEART_FAILURE,icd-10-cm,I501,"Left ventricular failure, unspecified"
HEART_FAILURE,icd-10-cm,I5020,Unspecified systolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5021,Acute systolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5022,Chronic systolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5023,Acute on chronic systolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5030,Unspecified diastolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5031,Acute diastolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5032,Chronic diastolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5033,Acute on chronic diastolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5040,Unspecified combined systolic (congestive) and diastolic (congestive) heart failure
HEART_FAILURE,icd-10-cm,I5041,Acute combined systolic (congestive) and diastolic (congestive) heart failure
